Sentence_1,Sentence_2
"ಕೆನಡಾ ರೈಲು ದುರಂತದಲ್ಲಿ ಐವರು ಸಾವು, 40 ಮಂದಿ ನಾಪತ್ತೆ",ಕೆನಡಾದ ರೈಲು ದುರಂತದಲ್ಲಿ 40 ಮಂದಿ ಇನ್ನೂ ನಾಪತ್ತೆಯಾಗಿದ್ದಾರೆ
ಶ್ರೀಲಂಕಾದ ತಮಿಳರು ಹೆಚ್ಚಿನ ಸ್ವಾಯತ್ತತೆಗಾಗಿ ಮತ ಚಲಾಯಿಸುತ್ತಾರೆ,ಕ್ಯಾಮೆರಾನ್ ಮತ್ತು ಪುಟಿನ್ ಪರ ಸಿರಿಯಾ ಮಾತುಕತೆ
ಉಕ್ರೇನಿಯನ್ ಪ್ರಧಾನಿ ಅಜರೋವ್ ಮತ್ತು ಇಡೀ ಸರ್ಕಾರ ರಾಜೀನಾಮೆ,ಪ್ರತಿಭಟನೆಗಳು ಮುಂದುವರಿದಂತೆ ಉಕ್ರೇನಿಯನ್ ಅಧಿಕಾರಿಗಳನ್ನು ಕೆನಡಾದಿಂದ ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ
ನ್ಯಾಟೋ ವೈಮಾನಿಕ ದಾಳಿಯಲ್ಲಿ ಇಬ್ಬರು ಅಫ್ಘಾನಿಸ್ತಾನದ ಮಕ್ಕಳು ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ,ಅಫ್ಘಾನಿಸ್ತಾನದಲ್ಲಿ ನ್ಯಾಟೋ ಸೈನಿಕ ಸಾವನ್ನಪ್ಪಿದ್ದಾನೆ
ಒಳಗಿನವರು 2012 ರ ಚುನಾವಣಾ ರಹಸ್ಯಗಳನ್ನು ಬಹಿರಂಗಪಡಿಸುತ್ತಾರೆ,ವೆನೆಜುವೆಲಾ ಚುನಾವಣೆ ಸೆಟ್ ಆಗಿ ಕ್ಯಾಪ್ರಿಲ್ಸ್ ಮೇಲೆ ಎಲ್ಲಾ ಕಣ್ಣುಗಳು
ಜಂಟಿ ಕೈಗಾರಿಕಾ ವಲಯದಲ್ಲಿ ಕೆಲಸವನ್ನು ನಿಲ್ಲಿಸಲು ಉತ್ತರ ಕೊರಿಯಾ,ಜಂಟಿ ಕೈಗಾರಿಕಾ ವಲಯಕ್ಕೆ ಪ್ರವೇಶವನ್ನು ಉತ್ತರ ಕೊರಿಯಾ ನಿರ್ಬಂಧಿಸುತ್ತದೆ
ವಿವಾದಾತ್ಮಕ ರಾಕೆಟ್ ಉಡಾವಣೆ ವಿಳಂಬವಾಗಬಹುದು ಎಂದು ಕೊರಿಯಾ ಹೇಳಿದೆ,ಕೊರಿಯಾ ವಿವಾದಾತ್ಮಕ ರಾಕೆಟ್ ಉಡಾವಣೆಯನ್ನು ವಿಳಂಬಗೊಳಿಸಲು ಸಿದ್ಧವಾಗಿದೆ
ಡಾನ್ ವ್ಯಾಲಿ ಸ್ಟೇಡಿಯಂನಲ್ಲಿ ಡೆಮಾಲಿಷನ್ ಕೆಲಸ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ,ಕ್ರೀಡಾಂಗಣದಲ್ಲಿ ಕೆಡವುವ ಕಾರ್ಯ ಆರಂಭ
ಉತ್ತರ ಕೊರಿಯಾದ ಗಣ್ಯರಿಗೆ ಅಮೆರಿಕ ತಣ್ಣನೆಯ ಸಂದೇಶವನ್ನು ಕಳುಹಿಸಿದೆ,ಉತ್ತರ ಕೊರಿಯಾದ ಗಣ್ಯರಿಗೆ ಅಮೇರಿಕಾ ತಣ್ಣನೆಯ ಸಂದೇಶವನ್ನು ಕಳುಹಿಸುತ್ತದೆ
2013 ರ ಅತ್ಯಂತ ಶಕ್ತಿಶಾಲಿ ಟೈಫೂನ್ ಫಿಲಿಪೈನ್ಸ್ ಅನ್ನು ಹೊಡೆದಿದೆ,23 ಟೈಫೂನ್ ಯೂಟರ್ ಫಿಲಿಪೈನ್ಸ್‌ಗೆ ಅಪ್ಪಳಿಸುತ್ತಿದ್ದಂತೆ ಕಾಣೆಯಾಗಿದೆ
ಆರೋಗ್ಯ ರಕ್ಷಣೆ ಕಾನೂನು ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದೆ ಎಂದು ಒಬಾಮಾ ಘೋಷಿಸಿದರು,ಒಬಾಮಾ ಹೊಸ ಆರೋಗ್ಯ ರಕ್ಷಣೆ ಕಾನೂನು ಕೆಲಸ ಮಾಡಲು ಪ್ರತಿಜ್ಞೆ
ಸಾಲದ ಸೀಲಿಂಗ್ ಮಾತುಕತೆಗಳಲ್ಲಿ 'ಪ್ರಚಂಡ ಪ್ರಗತಿ'ಯನ್ನು ರೀಡ್ ಉಲ್ಲೇಖಿಸಿದ್ದಾರೆ,ಸೆನೆಟ್ ನಾಯಕರು ಅಮೇರಿಕಾ ಸಾಲದ ಸೀಲಿಂಗ್ ಒಪ್ಪಂದಕ್ಕೆ ಹತ್ತಿರವಾಗಿದ್ದಾರೆ
ಥಾಯ್ ರಾಜಕೀಯ ಪ್ರತಿಭಟನೆಗಳು ಹೆಚ್ಚಿನ ಸಚಿವಾಲಯಗಳನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುತ್ತವೆ,ಥಾಯ್ ಪ್ರತಿಭಟನಾಕಾರರು ಹೆಚ್ಚಿನ ಸಚಿವಾಲಯಗಳನ್ನು ಮುತ್ತಿಗೆ ಹಾಕುತ್ತಾರೆ
ಸಾರಂಗನಿಯಲ್ಲಿ 6.2 ತೀವ್ರತೆಯ ಭೂಕಂಪ,ನೈಋತ್ಯ ಚೀನಾದಲ್ಲಿ 4.3 ತೀವ್ರತೆಯ ಭೂಕಂಪ ಸಂಭವಿಸಿದೆ
ಒಬಾಮಾ ಆರ್ಥಿಕ ಪ್ರವಾಸವು ಕಡಿಮೆ ನಿರೀಕ್ಷೆಗಳಿಂದ ಕೂಡಿದೆ,ಕುಕೀಗಳ ಮೇಲಿನ ನಿಷೇಧವನ್ನು ಕೊನೆಗೊಳಿಸಲು ಬಾಯ್ ಸ್ಕೌಟ್‌ಗಳನ್ನು ಒಬಾಮಾ ಪ್ರೋತ್ಸಾಹಿಸುತ್ತಾರೆ
ಈಸಿಜೆಟ್‌ನ ಅಧ್ಯಕ್ಷ ಸ್ಥಾನದಿಂದ ಕೆಳಗಿಳಿಯಲಿದ್ದಾರೆ,ಬ್ರಿಟಿಷ್ ನೋ-ಫ್ರಿಲ್ಸ್ ಏರ್‌ಲೈನ್ ಈಸಿಜೆಟ್‌ನ ಅಧ್ಯಕ್ಷ ಸ್ಥಾನದಿಂದ ಕೆಳಗಿಳಿಯಲಿದ್ದಾರೆ
ಯುಎನ್ ನಿರ್ಣಯವು ಸಿರಿಯಾದ ರಾಸಾಯನಿಕ ಶಸ್ತ್ರಾಸ್ತ್ರಗಳನ್ನು ನಾಶಪಡಿಸಲು ಆದೇಶಿಸುತ್ತದೆ,ಸಿರಿಯಾ ರಾಸಾಯನಿಕ ಕಾರ್ಯಾಚರಣೆಗೆ ಸಹಾಯ ಮಾಡಲು ಜರ್ಮನಿ ಸಿದ್ಧವಾಗಿದೆ
ಅಫ್ಘಾನ್ ಪ್ರಾಂತೀಯ ಕೌನ್ಸಿಲ್‌ನಲ್ಲಿ ಆತ್ಮಹತ್ಯಾ ಬಾಂಬರ್ 14 ಸಾವು,ಅಫ್ಘಾನಿಸ್ತಾನದಲ್ಲಿ ಆತ್ಮಹತ್ಯಾ ಬಾಂಬರ್ 11 ಸಾವು
ಡೇವಿಡ್ ಬೆಕ್‌ಹ್ಯಾಮ್ ಋತುವಿನ ಕೊನೆಯಲ್ಲಿ ನಿವೃತ್ತಿ ಹೊಂದಲಿದ್ದಾರೆ,ಡೇವಿಡ್ ಬೆಕ್‌ಹ್ಯಾಮ್ ಫುಟ್‌ಬಾಲ್‌ನಿಂದ ನಿವೃತ್ತಿ
ಸಮಿತಿಯು ಅಂತಿಮ ದೊಡ್ಡ ವಲಸೆ ನಿರ್ಧಾರಗಳನ್ನು ಸಮೀಪಿಸಿದೆ,ಸೆನೆಟ್ ನ್ಯಾಯಾಂಗ ಸಮಿತಿಯು ವಲಸೆ ಮಸೂದೆಯನ್ನು ರೂಪಿಸುವಲ್ಲಿ ಅಂತಿಮ ದೊಡ್ಡ ನಿರ್ಧಾರಗಳನ್ನು ಸಮೀಪಿಸುತ್ತಿದೆ
ಲಿಬಿಯಾ ನಾಲ್ಕು ದೇಶಗಳೊಂದಿಗಿನ ತನ್ನ ಗಡಿಯನ್ನು ಥಟ್ಟನೆ ಮುಚ್ಚಿದೆ,"ಲಿಬಿಯಾ ಗಡಿಗಳನ್ನು ಮುಚ್ಚುತ್ತದೆ, ದಕ್ಷಿಣದಲ್ಲಿ ಸಮರ ಕಾನೂನನ್ನು ಘೋಷಿಸುತ್ತದೆ"
ನಾಯಿ ಮಗಳನ್ನು ಕೊಂದ ನಂತರ ನರಹತ್ಯೆಯ ಶಂಕೆಯ ಮೇಲೆ ತಾಯಿಯನ್ನು ಬಂಧಿಸಲಾಗಿದೆ,ಸಫೊಲ್ಕ್‌ನಲ್ಲಿ ಇರಿದ ನಂತರ ಕೊಲೆಯ ಶಂಕೆಯ ಮೇಲೆ ವ್ಯಕ್ತಿಯನ್ನು ಬಂಧಿಸಲಾಗಿದೆ
ಮನುಷ್ಯ ಸಮುದ್ರಕ್ಕೆ ನುಗ್ಗಿದ ನಂತರ ಹುಡುಕಾಟ,ಲಾರಾ ನೇಪಾಳಕ್ಕೆ ಭೇಟಿ ನೀಡಲು ಯೋಜಿಸಿದ್ದಾರೆ
"ಬಾರ್ಸಿಲೋನಾ ಗೆಲುವಿನಲ್ಲಿ ಮೆಸ್ಸಿ 300ನೇ, 301ನೇ ಗೋಲು ಗಳಿಸಿದರು",ಫುಟ್ಬಾಲ್: ಮೆಸ್ಸಿ ಬಾರ್ಸಿಲೋನಾ ಗೆಲುವಿನಲ್ಲಿ 300 ನೇ ಗೋಲು ಹೊಡೆದರು
"ಉಲ್ಕಾಶಿಲೆ ಮಧ್ಯ ರಷ್ಯಾಕ್ಕೆ ಅಪ್ಪಳಿಸಿತು, 500 ಕ್ಕೂ ಹೆಚ್ಚು ಜನರು ಗಾಯಗೊಂಡಿದ್ದಾರೆ","ಉಲ್ಕಾಶಿಲೆ ಮಧ್ಯ ರಷ್ಯಾಕ್ಕೆ ಅಪ್ಪಳಿಸಿತು, 400 ಮಂದಿ ಗಾಯಗೊಂಡರು"
ಟುನೀಶಿಯಾದ ವಿರೋಧ ಪಕ್ಷದ ರಾಜಕಾರಣಿ ಗುಂಡಿಕ್ಕಿ ಕೊಲ್ಲಲ್ಪಟ್ಟರು,ಟುನೀಶಿಯಾ ವಿರೋಧ ಪಕ್ಷದ ನಾಯಕನ ಹತ್ಯೆ; ಪ್ರತಿಭಟನೆಗಳು ಸ್ಫೋಟಗೊಳ್ಳುತ್ತವೆ
ಹಿಮಪಾತವು US ಈಶಾನ್ಯವನ್ನು ಸ್ಥಗಿತಗೊಳಿಸುತ್ತದೆ,"ಹಿಮಪಾತವು ಯುಎಸ್ ಈಶಾನ್ಯಕ್ಕೆ ಅಡ್ಡಿಪಡಿಸುತ್ತದೆ, ರಸ್ತೆಗಳನ್ನು ಮುಚ್ಚುತ್ತದೆ"
ಯುಎನ್ ಪ್ರೆಸ್‌ಗಳಿಗೆ ಸಿರಿಯನ್ ನೆರವಿನಲ್ಲಿ ಪ್ರಮುಖ ಉತ್ತೇಜನದ ಅಗತ್ಯವಿದೆ,ಯುಎನ್ ಮುಖ್ಯಸ್ಥರು ಸಿರಿಯನ್ ನೆರವಿನಲ್ಲಿ ಪ್ರಮುಖ ಉತ್ತೇಜನಕ್ಕಾಗಿ ಒತ್ತಾಯಿಸುತ್ತಾರೆ
ಉತ್ತರ ಸಿರಿಯಾದಲ್ಲಿ ನಡೆದ ಹೋರಾಟದಲ್ಲಿ 123 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ,ಸಿರಿಯನ್ ವೈಮಾನಿಕ ದಾಳಿಯಲ್ಲಿ ಹಲವರು ಸತ್ತರು
ಜಾರ್ಜ್ ಝಿಮ್ಮರ್‌ಮ್ಯಾನ್ ಟ್ರೇವಾನ್ ಮಾರ್ಟಿನ್ ಕೊಲೆಗೆ ತಪ್ಪಿತಸ್ಥರೆಂದು ಕಂಡುಬಂದಿಲ್ಲ,ಟ್ರೇವಾನ್ ಮಾರ್ಟಿನ್ ಕೊಲೆಯಿಂದ ಜಿಮ್ಮರ್‌ಮ್ಯಾನ್ ಖುಲಾಸೆಗೊಂಡ ನಂತರ ಪ್ರತಿಭಟನೆಗಳು ಮತ್ತು ಶಾಂತತೆಗಾಗಿ ಮನವಿಗಳು
ಗುರುವಾರ ಡಾಲರ್ ವಿರುದ್ಧ ಚೀನಾದ ಯುವಾನ್ 6.2767 ಕ್ಕೆ ದುರ್ಬಲವಾಗಿದೆ,ಮಂಗಳವಾರ ಡಾಲರ್ ವಿರುದ್ಧ ಚೀನಾ ಯುವಾನ್ 6.1818 ಕ್ಕೆ ದುರ್ಬಲವಾಗಿದೆ
"ಉತ್ತರ ಇರಾಕ್‌ನಲ್ಲಿ ಬಾಂಬ್ ದಾಳಿಯಲ್ಲಿ 17 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ, 133 ಮಂದಿ ಗಾಯಗೊಂಡಿದ್ದಾರೆ","ಉತ್ತರ ಲೆಬನಾನ್‌ನಲ್ಲಿ ನಡೆದ ಘರ್ಷಣೆಯಲ್ಲಿ 2 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ, 6 ಮಂದಿ ಗಾಯಗೊಂಡಿದ್ದಾರೆ"
ಈಜಿಪ್ಟ್ ಮುಸ್ಲಿಂ ಬ್ರದರ್‌ಹುಡ್ ಆಸ್ತಿಗಳನ್ನು ಫ್ರೀಜ್ ಮಾಡುತ್ತದೆ,ಈಜಿಪ್ಟ್ ಮುಸ್ಲಿಂ ಬ್ರದರ್‌ಹುಡ್ ನಿಧಿಯನ್ನು ಫ್ರೀಜ್ ಮಾಡುತ್ತದೆ
ದಾದಿಯ ಸಾವಿನ ಬಗ್ಗೆ ರಾಯಲ್ ದುಃಖ,ನರ್ಸ್‌ನ ಸಾವಿನಿಂದ ಕಣ್ಣೀರಿಟ್ಟ ರೇಡಿಯೋ ಕಿಡಿಗೇಡಿ
ಪುಟಿನ್ ಅವರ ಭದ್ರತಾ ನಿರ್ಬಂಧಗಳು ಹಕ್ಕುಗಳನ್ನು ಉಲ್ಲಂಘಿಸುತ್ತವೆ ಎಂದು ವಿಮರ್ಶಕರು ಹೇಳುತ್ತಾರೆ,ಸೋಚಿಗೆ ಪುಟಿನ್ ಅವರ ಭದ್ರತಾ ತೀರ್ಪು ವಿಮರ್ಶಕರ ಕೋಪವನ್ನು ಸೆಳೆಯುತ್ತದೆ
ಅಫ್ಘಾನಿಸ್ತಾನದಲ್ಲಿ ಇಬ್ಬರು ನ್ಯಾಟೋ ಸೈನಿಕರು ಕೊಲ್ಲಲ್ಪಟ್ಟರು,ಅಫ್ಘಾನಿಸ್ತಾನದ ದಾಳಿಯಲ್ಲಿ ನ್ಯಾಟೋ ಸೈನಿಕ ಹುತಾತ್ಮ
ಈಜಿಪ್ಟ್ ಸೈನ್ಯವು ಬ್ರದರ್ಹುಡ್ ಅನ್ನು ಭೇದಿಸುತ್ತದೆ,ಈಜಿಪ್ಟ್‌ನ ಸೇನೆಯು ಮುಸ್ಲಿಂ ಬ್ರದರ್‌ಹುಡ್‌ನ ಮೇಲೆ ಭೇದಿಸುತ್ತದೆ
ಕ್ರಿಟಿಕಲ್ ಗೇಟ್ಸ್ ಆತ್ಮಚರಿತ್ರೆ ಒಬಾಮಾ ಆಡಳಿತವನ್ನು ಬಂಡೆಗಳು,ಒಬಾಮಾ ಆಡಳಿತಕ್ಕೆ ಗೇಟ್ಸ್ ಸ್ಫೋಟ
"ಈಜಿಪ್ಟ್ ಹೆಚ್ಚಿನ ಪ್ರತಿಭಟನೆಗಳಿಗೆ ಬದ್ಧವಾಗಿದೆ, ಶಾಂತತೆಗಾಗಿ ಪ್ರಾರ್ಥಿಸುತ್ತದೆ","ಈಜಿಪ್ಟ್ ಮೊರ್ಸಿ ವಿರುದ್ಧ ಹೆಚ್ಚಿನ ಪ್ರತಿಭಟನೆಗಳಿಗೆ ಬದ್ಧವಾಗಿದೆ, ಶಾಂತತೆಗಾಗಿ ಪ್ರಾರ್ಥಿಸುತ್ತದೆ"
ಬ್ರೂಕ್ಸ್ ಹ್ಯಾಕಿಂಗ್ ಆರೋಪಗಳಿಗೆ ತಪ್ಪಿತಸ್ಥನಲ್ಲ ಎಂದು ಒಪ್ಪಿಕೊಳ್ಳುತ್ತಾನೆ,ಫೋನ್ ಹ್ಯಾಕಿಂಗ್ ವಿಚಾರಣೆಯಲ್ಲಿ ಬ್ರೂಕ್ಸ್ ತಪ್ಪಿತಸ್ಥನಲ್ಲ ಎಂದು ಒಪ್ಪಿಕೊಳ್ಳುತ್ತಾನೆ
ಈಜಿಪ್ಟ್‌ನಲ್ಲಿ ಮೊರ್ಸಿ ಬೆಂಬಲಿಗರು ಪ್ರತಿಭಟನೆ ನಡೆಸುತ್ತಿದ್ದಾರೆ,ಈಜಿಪ್ಟ್ ಸರ್ಕಾರದ ಬೆದರಿಕೆಗೆ ಮೊರ್ಸಿ ಬೆಂಬಲಿಗರು ಧಿಕ್ಕರಿಸಿದ್ದಾರೆ
ದಕ್ಷಿಣ ಆಫ್ರಿಕನ್ನರು ಅನಾರೋಗ್ಯದಿಂದ ಬಳಲುತ್ತಿರುವ ಮಂಡೇಲಾ ಅವರ 95 ನೇ ಹುಟ್ಟುಹಬ್ಬವನ್ನು ಗುರುತಿಸುತ್ತಾರೆ,ದಕ್ಷಿಣ ಆಫ್ರಿಕಾದ ಮಾಜಿ ಪ್ರಧಾನಿ ನೆಲ್ಸನ್ ಮಂಡೇಲಾ ಮತ್ತೆ ಆಸ್ಪತ್ರೆಗೆ
ಸರ್ಕಾರಿ ವಿರೋಧಿ ಪ್ರತಿಭಟನಾಕಾರರು ಕೈವ್‌ನ ಬೀದಿಗಳಲ್ಲಿ ದಾಳಿ ನಡೆಸಿದರು,ಉಕ್ರೇನ್ ಪ್ರತಿಭಟನಾಕಾರರು ಲೆನಿನ್ ಪ್ರತಿಮೆಯನ್ನು ಉರುಳಿಸಿದರು
ಭಾರೀ ಮಳೆಯು ಕ್ರಿಸ್‌ಮಸ್ ದಿನದ ಪ್ರವಾಹದ ಅಪಾಯವನ್ನು ಹೆಚ್ಚಿಸುತ್ತದೆ,ತಾಜಾ ಮಳೆಯು ಹೆಚ್ಚು ಪ್ರವಾಹವನ್ನು ತರುತ್ತದೆ
ವಾಯವ್ಯ ಪಾಕಿಸ್ತಾನದಲ್ಲಿ ಅಮೆರಿಕದ ಡ್ರೋನ್ ದಾಳಿಗೆ ಮೂವರು ಬಲಿ,ಉತ್ತರ ವಜೀರಿಸ್ತಾನದಲ್ಲಿ ಯುಎಸ್ ಡ್ರೋನ್ ದಾಳಿಯಲ್ಲಿ ಏಳು ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ
ತೈವಾನ್ ಗ್ಯಾಂಗ್ ಲೀಡರ್ 17 ವರ್ಷಗಳ ನಂತರ ವಿಮಾನ ನಿಲ್ದಾಣದಲ್ಲಿ ಸಿಕ್ಕಿಬಿದ್ದಿದ್ದಾನೆ,ತೈಲ ಒಪ್ಪಂದದ ಬಗ್ಗೆ ಜಾಂಬಿಯಾ ಮಾಜಿ ನಾಯಕ ಬಂದಾನನ್ನು ಬಂಧಿಸುತ್ತದೆ
ಆರಂಭಿಕ ವಹಿವಾಟಿನಲ್ಲಿ ಷೇರುಗಳು ಏರಿಕೆಯಾಗುತ್ತವೆ,US ಸ್ಟಾಕ್‌ಗಳು ಅಸ್ಥಿರ ವ್ಯಾಪಾರದಲ್ಲಿ ಸುಲಭವಾಗಿವೆ
ಇರಾನ್ ಅಣ್ವಸ್ತ್ರ ಮಾತುಕತೆಗಳು ಪ್ರಗತಿಯ ಭರವಸೆಯ ನಡುವೆ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ,ಇರಾನ್ ಪರಮಾಣು ಮಾತುಕತೆ ಜಿನೀವಾದಲ್ಲಿ ಪ್ರಾರಂಭವಾಗಿದೆ
ಹೆಲಿಕಾಪ್ಟರ್ ಅಪಘಾತಕ್ಕೂ ಭಯೋತ್ಪಾದಕ ಸಂಬಂಧವಿಲ್ಲ ಎಂದು ಯುಕೆ ಪೊಲೀಸರು ಹೇಳಿದ್ದಾರೆ,ಅಪಘಾತದ ಬಗ್ಗೆ ಚೀನಾ ಪೊಲೀಸರು ಎಂಟು ಶಂಕಿತರನ್ನು ಹುಡುಕುತ್ತಿದ್ದಾರೆ
ವಾಷಿಂಗ್ಟನ್ ಪೋಸ್ಟ್ ಅನ್ನು $250 ಮಿಲಿಯನ್‌ಗೆ ಖರೀದಿಸಲು ಅಮೆಜಾನ್‌ನ ಬೆಜೋಸ್,ಅಮೆಜಾನ್‌ನ ಬೆಜೋಸ್ ವಾಷಿಂಗ್ಟನ್ ಪೋಸ್ಟ್ ಅನ್ನು $250-M ಗೆ ಖರೀದಿಸಿದರು
"ಇರಾಕ್‌ನಲ್ಲಿ ಹಿಂಸಾತ್ಮಕ ದಾಳಿಯಲ್ಲಿ 41 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದರು, 22 ಮಂದಿ ಗಾಯಗೊಂಡಿದ್ದಾರೆ","ಇರಾಕ್‌ನಲ್ಲಿ ನಡೆದ ಹೊಸ ದಾಳಿಯಲ್ಲಿ 15 ಮಂದಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ, 90 ಮಂದಿ ಗಾಯಗೊಂಡಿದ್ದಾರೆ"
ವೈಮಾನಿಕ ದಾಳಿಯ ನಂತರ ಹಿಜ್ಬುಲ್ಲಾವನ್ನು ನಿರಾಕರಿಸುವುದಾಗಿ ಇಸ್ರೇಲ್ ಪ್ರತಿಜ್ಞೆ ಮಾಡಿದೆ,ವೈಮಾನಿಕ ದಾಳಿಯ ನಂತರ ಹಿಜ್ಬುಲ್ಲಾವನ್ನು ನಿರಾಕರಿಸುವುದಾಗಿ ಇಸ್ರೇಲ್ ಪ್ರತಿಜ್ಞೆ ಮಾಡಿದೆ
"ಕೆರ್ರಿ ಜೋರ್ಡಾನ್‌ಗೆ ಭೇಟಿ ನೀಡಲಿದ್ದಾರೆ, ಇಸ್ರೇಲ್-ಪ್ಯಾಲೆಸ್ತೀನ್ ಶಾಂತಿ ಕಾರ್ಯಸೂಚಿಯಲ್ಲಿದೆ",ಕೆರ್ರಿ ಇಸ್ರೇಲ್ ಭೇಟಿಯನ್ನು ಒಂದು ವಾರದಲ್ಲಿ ಮುಂದೂಡಿದರು
ಮಧ್ಯ ಆಫ್ರಿಕಾದ ಗಣರಾಜ್ಯಕ್ಕೆ ಹೆಚ್ಚಿನ ಫ್ರೆಂಚ್ ಸೈನಿಕರು,ಮಧ್ಯ ಆಫ್ರಿಕಾದ ರಾಜಧಾನಿಯಲ್ಲಿ ನಡೆದ ಗುಂಡಿನ ಕಾಳಗಗಳು ಹೊಸ ಭೀತಿಯನ್ನು ಸೃಷ್ಟಿಸುತ್ತವೆ
ಲ್ಯಾನ್ಸ್ ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್ ಓಪ್ರಾಗೆ ಎಲ್ಲವನ್ನೂ ಒಪ್ಪಿಕೊಳ್ಳುತ್ತಾನೆ,ಓಪ್ರಾ ಸಂದರ್ಶನದಲ್ಲಿ ಲ್ಯಾನ್ಸ್ ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್ ಅವರು ಹಾಡುವುದನ್ನು ಒಪ್ಪಿಕೊಂಡಿದ್ದಾರೆ
ವಿಶೇಷ-ಅಪ್‌ಡೇಟ್ 2-ಈಜಿಪ್ಟ್ ಪರ ಮುರ್ಸಿ ಮೈತ್ರಿ ಮಾತುಕತೆಯಲ್ಲಿ ನಮ್ಯತೆಯನ್ನು ಸಂಕೇತಿಸುತ್ತದೆ,ಎಕ್ಸ್‌ಕ್ಲೂಸಿವ್-ಅಪ್‌ಡೇಟ್ 1-ಈಜಿಪ್ಟ್ ಪರ ಮುರ್ಸಿ ಮೈತ್ರಿ ಮಾತುಕತೆಯಲ್ಲಿ ನಮ್ಯತೆಯನ್ನು ಸಂಕೇತಿಸುತ್ತದೆ
ಅಕ್ಟೋಬರ್‌ನಲ್ಲಿ ಮೊದಲ ಬಾರಿಗೆ ಸಾಕರ್-ಫ್ರಾನ್ಸ್ ಆಸ್ಟ್ರೇಲಿಯಾವನ್ನು ಆಯೋಜಿಸಲಿದೆ,ವಿವಾದಾತ್ಮಕ ಹೇಳಿಕೆಗಳ ನಂತರ ಮೊದಲ ಬಾರಿಗೆ ಪ್ರಶ್ನೆಗಳನ್ನು ಎದುರಿಸಲು ಅಧಿಕಾರಿ
ಸ್ಕಾಟಿಷ್ ಪಬ್‌ಗೆ ಹೆಲಿಕಾಪ್ಟರ್ ಅಪ್ಪಳಿಸಿದ ನಂತರ ಸಾವು ದೃಢಪಟ್ಟಿದೆ,ಹೆಲಿಕಾಪ್ಟರ್ ಪಬ್‌ಗೆ ಅಪ್ಪಳಿಸಿದ ನಂತರ ಕನಿಷ್ಠ ಒಬ್ಬರು ಸತ್ತಿದ್ದಾರೆ ಎಂದು ಸ್ಕಾಟಿಷ್ ಪೊಲೀಸರು ಹೇಳಿದ್ದಾರೆ
ಸಿರಿಯಾ ರಾಸಾಯನಿಕ ಅಸ್ತ್ರಗಳನ್ನು ನಾಶಪಡಿಸಬೇಕು,ಲಿಬಿಯಾ ಕೊನೆಯ ರಾಸಾಯನಿಕ ಶಸ್ತ್ರಾಸ್ತ್ರಗಳನ್ನು ನಾಶಪಡಿಸುತ್ತದೆ
ಗ್ರೀಸ್‌ನಲ್ಲಿ 6.0 ತೀವ್ರತೆಯ ಭೂಕಂಪ ಸಂಭವಿಸಿದೆ,ಜಪಾನ್‌ನಲ್ಲಿ 5.0 ತೀವ್ರತೆಯ ಭೂಕಂಪ
ಆತ್ಮಹತ್ಯಾ ದಾಳಿಯಲ್ಲಿ ಮೂವರು ಆಫ್ಘನ್ನರು ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ,ಪೂರ್ವ ಅಫ್ಘಾನಿಸ್ತಾನದ ಯುಎಸ್ ನೆಲೆಯಲ್ಲಿ ಹೊಸ ಸ್ಫೋಟದಲ್ಲಿ ಮೂವರು ಆಫ್ಘನ್ನರು ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ
ಉಗ್ರಗಾಮಿಗಳು ಪಾಕಿಸ್ತಾನ ಜೈಲ್ ಮುರಿಯುತ್ತಾರೆ,ತಾಲಿಬಾನ್ ಜೈಲು ಬ್ರೇಕ್: ಪಾಕಿಸ್ತಾನದ ಜೈಲು ದಾಳಿ ನಂತರ 250 ಉಗ್ರರು ಪರಾರಿ
ಏಷ್ಯನ್ ಮಾರುಕಟ್ಟೆಗಳು ಲವಲವಿಕೆಯ US ಆರ್ಥಿಕ ದತ್ತಾಂಶದ ಮೇಲೆ ಲಾಭ ಪಡೆಯುತ್ತವೆ,"ಏಷ್ಯನ್ ಮಾರುಕಟ್ಟೆಗಳು ಸಕಾರಾತ್ಮಕ ಯುಎಸ್, ಚೀನಾ ಅಂಕಿಅಂಶಗಳಿಂದ ಎತ್ತಲ್ಪಟ್ಟವು"
